purchase_id,student_id,plan_id,date_start,date_end,paid_q2_2021,paid_q2_2022
98,24897,0,2/29/2020,3/29/2020,0,0
99,72381,0,2/29/2020,3/29/2020,0,0
100,26416,0,2/29/2020,3/29/2020,0,0
102,31627,0,2/29/2020,3/29/2020,0,0
104,134808,0,2/29/2020,3/29/2020,0,0
105,134809,2,2/29/2020,2/28/2021,0,0
106,96894,0,2/29/2020,3/29/2020,0,0
107,134810,0,3/1/2020,4/1/2020,0,0
108,6589,2,3/1/2020,3/1/2021,0,0
109,71249,0,3/1/2020,4/1/2020,0,0
110,18222,0,3/2/2020,4/2/2020,0,0
111,23694,0,3/2/2020,4/2/2020,0,0
112,134813,0,3/2/2020,4/2/2020,0,0
113,22118,0,3/2/2020,4/2/2020,0,0
114,22735,0,3/2/2020,4/2/2020,0,0
115,134814,0,3/2/2020,4/2/2020,0,0
116,73179,0,3/2/2020,4/2/2020,0,0
117,18378,2,3/2/2020,3/2/2021,0,0
118,3969,3,3/2/2020,8/22/2026,1,1
119,134815,0,3/2/2020,4/2/2020,0,0
120,15328,2,3/2/2020,3/2/2021,0,0
121,134816,2,3/2/2020,3/2/2021,0,0
122,135384,0,3/3/2020,4/3/2020,0,0
125,134817,0,3/3/2020,4/3/2020,0,0
126,134818,2,3/4/2020,3/4/2021,0,0
127,6401,0,3/4/2020,4/4/2020,0,0
128,19391,0,3/5/2020,4/5/2020,0,0
129,12387,0,3/5/2020,4/5/2020,0,0
130,2645,2,3/5/2020,3/5/2021,0,0
131,134825,0,3/5/2020,4/5/2020,0,0
133,1924,0,3/6/2020,4/6/2020,0,0
134,13497,0,3/6/2020,4/6/2020,0,0
135,122752,2,3/6/2020,3/6/2021,0,0
136,5913,0,3/6/2020,4/6/2020,0,0
137,21449,0,3/7/2020,4/7/2020,0,0
138,135382,0,3/7/2020,4/7/2020,0,0
139,135383,0,3/7/2020,4/7/2020,0,0
140,9508,2,3/7/2020,3/7/2021,0,0
141,14806,0,3/7/2020,4/7/2020,0,0
142,26371,0,3/8/2020,4/8/2020,0,0
143,35511,0,3/8/2020,4/8/2020,0,0
144,51952,0,3/8/2020,4/8/2020,0,0
145,2609,0,3/9/2020,4/9/2020,0,0
146,1661,2,3/9/2020,3/9/2021,0,0
147,3221,0,3/9/2020,4/9/2020,0,0
148,28900,0,3/10/2020,4/10/2020,0,0
149,134833,0,3/10/2020,4/10/2020,0,0
150,134834,0,3/10/2020,4/10/2020,0,0
151,11794,0,3/10/2020,4/10/2020,0,0
153,9598,0,3/11/2020,4/11/2020,0,0
155,30122,0,3/11/2020,4/11/2020,0,0
156,18523,2,3/11/2020,3/11/2021,0,0
157,1845,2,3/11/2020,3/11/2021,0,0
158,63905,0,3/13/2020,4/13/2020,0,0
159,43313,0,3/13/2020,4/13/2020,0,0
160,6808,0,3/13/2020,4/13/2020,0,0
161,22943,0,3/14/2020,4/14/2020,0,0
162,25173,0,3/14/2020,4/14/2020,0,0
163,25173,0,3/14/2020,4/14/2020,0,0
164,111756,0,3/15/2020,4/15/2020,0,0
165,109048,0,3/15/2020,4/15/2020,0,0
166,10338,2,3/15/2020,3/15/2021,0,0
167,25243,2,3/15/2020,3/15/2021,0,0
168,94985,0,3/16/2020,4/16/2020,0,0
170,1295,2,3/16/2020,3/16/2021,0,0
171,51865,0,3/16/2020,4/16/2020,0,0
172,134840,0,3/16/2020,4/16/2020,0,0
173,31880,0,3/17/2020,4/17/2020,0,0
174,778,2,3/17/2020,3/17/2021,0,0
175,100885,0,3/17/2020,4/17/2020,0,0
176,57432,0,3/17/2020,4/17/2020,0,0
177,32002,0,3/17/2020,4/17/2020,0,0
178,16292,2,3/17/2020,3/17/2021,0,0
179,18816,0,3/17/2020,4/17/2020,0,0
180,134841,0,3/17/2020,4/17/2020,0,0
181,22660,0,3/17/2020,4/17/2020,0,0
182,134842,2,3/18/2020,3/18/2021,0,0
183,15015,2,3/18/2020,3/18/2021,0,0
184,108763,0,3/18/2020,4/18/2020,0,0
185,104986,0,3/18/2020,4/18/2020,0,0
186,135381,0,3/18/2020,4/18/2020,0,0
187,6643,0,3/18/2020,4/18/2020,0,0
188,13169,2,3/19/2020,3/19/2021,0,0
189,21966,0,3/19/2020,4/19/2020,0,0
190,28074,0,3/19/2020,4/19/2020,0,0
191,135298,3,3/19/2020,8/22/2026,1,1
192,1562,2,3/20/2020,3/20/2021,0,0
193,14303,0,3/20/2020,4/20/2020,0,0
194,2437,2,3/21/2020,3/21/2021,0,0
195,26051,0,3/21/2020,4/21/2020,0,0
196,25401,0,3/21/2020,4/21/2020,0,0
197,9444,0,3/21/2020,4/21/2020,0,0
198,18240,0,3/22/2020,4/22/2020,0,0
199,2521,3,3/22/2020,8/22/2026,1,1
200,22300,0,3/23/2020,4/23/2020,0,0
201,17885,0,3/23/2020,4/23/2020,0,0
202,9181,2,3/24/2020,3/24/2021,0,0
203,12092,0,3/24/2020,4/24/2020,0,0
204,134798,0,3/24/2020,4/24/2020,0,0
205,134928,0,3/24/2020,4/24/2020,0,0
206,109870,0,3/25/2020,4/25/2020,0,0
207,7100,0,3/25/2020,4/25/2020,0,0
208,14543,0,3/25/2020,4/25/2020,0,0
209,1206,2,3/25/2020,3/25/2021,0,0
210,25199,0,3/25/2020,4/25/2020,0,0
211,13887,2,3/25/2020,3/25/2021,0,0
212,1141,2,3/26/2020,3/26/2021,0,0
213,19018,0,3/26/2020,4/26/2020,0,0
214,3486,2,3/26/2020,3/26/2021,0,0
215,19178,2,3/26/2020,3/26/2021,0,0
216,8569,2,3/26/2020,3/26/2021,0,0
217,7552,2,3/26/2020,3/26/2021,0,0
218,13478,2,3/26/2020,3/26/2021,0,0
219,21028,0,3/26/2020,4/26/2020,0,0
220,10131,0,3/27/2020,4/27/2020,0,0
221,10171,2,3/27/2020,3/27/2021,0,0
222,10211,2,3/27/2020,3/27/2021,0,0
223,22247,0,3/27/2020,4/27/2020,0,0
224,16632,2,3/28/2020,3/28/2021,0,0
225,34293,0,3/28/2020,4/28/2020,0,0
226,19979,0,3/28/2020,4/28/2020,0,0
227,24897,0,3/29/2020,4/29/2020,0,0
228,31627,0,3/29/2020,4/29/2020,0,0
229,24246,0,3/29/2020,4/29/2020,0,0
230,72381,0,3/29/2020,4/29/2020,0,0
232,93899,2,3/29/2020,3/29/2021,0,0
233,7724,2,3/29/2020,3/29/2021,0,0
234,2088,2,3/30/2020,3/30/2021,0,0
235,4035,2,3/30/2020,3/30/2021,0,0
236,1311,2,3/30/2020,3/30/2021,0,0
237,23974,2,3/31/2020,3/31/2021,0,0
238,3321,2,3/31/2020,3/31/2021,0,0
239,2495,2,3/31/2020,3/31/2021,0,0
240,99450,2,3/31/2020,3/31/2021,0,0
241,13435,2,3/31/2020,3/31/2021,0,0
242,52147,0,3/31/2020,4/30/2020,0,0
243,6871,2,3/31/2020,3/31/2021,0,0
246,31723,2,4/1/2020,4/1/2021,1,0
247,6248,2,4/1/2020,4/1/2021,1,0
248,13289,2,4/2/2020,4/2/2021,1,0
249,4004,2,4/2/2020,4/2/2021,1,0
250,18362,2,4/2/2020,4/2/2021,1,0
251,23694,0,4/2/2020,5/2/2020,0,0
252,18222,0,4/2/2020,5/2/2020,0,0
253,135407,2,4/2/2020,4/2/2021,1,0
254,10138,2,4/2/2020,4/2/2021,1,0
255,7015,2,4/2/2020,4/2/2021,1,0
256,2130,2,4/2/2020,4/2/2021,1,0
257,2270,2,4/2/2020,4/2/2021,1,0
258,2428,2,4/2/2020,4/2/2021,1,0
259,921,2,4/3/2020,4/3/2021,1,0
260,8875,2,4/3/2020,4/3/2021,1,0
261,10555,0,4/3/2020,5/3/2020,0,0
262,1623,2,4/3/2020,4/3/2021,1,0
263,135384,0,4/3/2020,5/3/2020,0,0
266,4006,2,4/3/2020,4/3/2021,1,0
267,62446,0,4/3/2020,5/3/2020,0,0
268,2314,2,4/3/2020,4/3/2021,1,0
271,11113,2,4/3/2020,4/3/2021,1,0
272,12971,2,4/3/2020,4/3/2021,1,0
273,3514,2,4/3/2020,4/3/2021,1,0
274,30089,2,4/3/2020,4/3/2021,1,0
275,2303,0,4/4/2020,5/4/2020,0,0
276,16653,2,4/4/2020,4/4/2021,1,0
277,6261,2,4/4/2020,4/4/2021,1,0
278,90821,2,4/4/2020,4/4/2021,1,0
279,2807,2,4/4/2020,4/4/2021,1,0
280,27890,2,4/4/2020,4/4/2021,1,0
281,123487,2,4/4/2020,4/4/2021,1,0
282,1569,2,4/4/2020,4/4/2021,1,0
283,986,2,4/4/2020,4/4/2021,1,0
284,6401,0,4/4/2020,5/4/2020,0,0
285,135496,0,4/4/2020,5/4/2020,0,0
286,8734,2,4/4/2020,4/4/2021,1,0
287,7149,0,4/4/2020,5/4/2020,0,0
288,14786,2,4/4/2020,4/4/2021,1,0
289,8485,2,4/4/2020,4/4/2021,1,0
290,9051,2,4/4/2020,4/4/2021,1,0
291,1789,2,4/4/2020,4/4/2021,1,0
292,4236,2,4/4/2020,4/4/2021,1,0
293,7782,2,4/5/2020,4/5/2021,1,0
294,5684,2,4/5/2020,4/5/2021,1,0
295,134817,0,4/5/2020,5/5/2020,0,0
296,2904,2,4/5/2020,4/5/2021,1,0
297,10422,2,4/5/2020,4/5/2021,1,0
298,118305,2,4/5/2020,4/5/2021,1,0
299,12029,2,4/5/2020,4/5/2021,1,0
300,110887,2,4/5/2020,4/5/2021,1,0
301,12387,0,4/5/2020,5/5/2020,0,0
302,17554,2,4/5/2020,4/5/2021,1,0
303,4019,2,4/5/2020,4/5/2021,1,0
304,6421,2,4/5/2020,4/5/2021,1,0
305,111643,2,4/5/2020,4/5/2021,1,0
306,4833,2,4/6/2020,4/6/2021,1,0
307,1924,0,4/6/2020,5/6/2020,0,0
308,13497,0,4/6/2020,5/6/2020,0,0
309,5913,0,4/6/2020,5/6/2020,0,0
310,7881,2,4/6/2020,4/6/2021,1,0
311,9096,2,4/6/2020,4/6/2021,1,0
312,99493,2,4/6/2020,4/6/2021,1,0
313,31309,2,4/7/2020,4/7/2021,1,0
314,135383,0,4/7/2020,5/7/2020,0,0
315,14806,0,4/7/2020,5/7/2020,0,0
316,14649,2,4/7/2020,4/7/2021,1,0
317,3712,0,4/7/2020,5/7/2020,0,0
318,7452,2,4/7/2020,4/7/2021,1,0
319,4034,2,4/7/2020,4/7/2021,1,0
320,29912,0,4/7/2020,5/7/2020,0,0
321,83383,2,4/7/2020,4/7/2021,1,0
322,12242,2,4/7/2020,4/7/2021,1,0
323,60468,2,4/7/2020,4/7/2021,1,0
324,1018,2,4/7/2020,4/7/2021,1,0
325,1318,2,4/7/2020,4/7/2021,1,0
326,6252,2,4/7/2020,4/7/2021,1,0
327,24240,0,4/8/2020,5/8/2020,0,0
328,6481,2,4/8/2020,4/8/2021,1,0
329,3598,2,4/8/2020,4/8/2021,1,0
330,15498,2,4/8/2020,4/8/2021,1,0
331,11536,2,4/8/2020,4/8/2021,1,0
332,15042,2,4/8/2020,4/8/2021,1,0
333,66289,2,4/8/2020,4/8/2021,1,0
334,10167,2,4/8/2020,4/8/2021,1,0
335,51952,0,4/8/2020,5/8/2020,0,0
336,26371,0,4/8/2020,5/8/2020,0,0
337,35511,0,4/8/2020,5/8/2020,0,0
338,38354,2,4/8/2020,4/8/2021,1,0
340,1785,2,4/8/2020,4/8/2021,1,0
341,14905,2,4/8/2020,4/8/2021,1,0
342,3048,2,4/8/2020,4/8/2021,1,0
343,8622,2,4/8/2020,4/8/2021,1,0
344,140469,2,4/8/2020,4/8/2021,1,0
345,3519,2,4/8/2020,4/8/2021,1,0
346,27104,2,4/8/2020,4/8/2021,1,0
347,2852,2,4/9/2020,4/9/2021,1,0
348,101775,2,4/9/2020,4/9/2021,1,0
349,2903,2,4/9/2020,4/9/2021,1,0
350,142205,2,4/9/2020,4/9/2021,1,0
351,11032,2,4/9/2020,4/9/2021,1,0
352,4692,2,4/9/2020,4/9/2021,1,0
353,63971,2,4/9/2020,4/9/2021,1,0
354,9915,2,4/9/2020,4/9/2021,1,0
357,23268,2,4/9/2020,4/9/2021,1,0
358,23799,2,4/9/2020,4/9/2021,1,0
360,14425,2,4/9/2020,4/9/2021,1,0
361,931,2,4/9/2020,4/9/2021,1,0
364,25831,2,4/9/2020,4/9/2021,1,0
365,14525,2,4/9/2020,4/9/2021,1,0
366,19739,2,4/9/2020,4/9/2021,1,0
367,24324,2,4/9/2020,4/9/2021,1,0
369,841,2,4/9/2020,4/9/2021,1,0
371,8946,2,4/9/2020,4/9/2021,1,0
372,142220,0,4/10/2020,5/10/2020,0,0
373,1803,2,4/10/2020,4/10/2021,1,0
374,15902,2,4/10/2020,4/10/2021,1,0
375,1900,2,4/10/2020,4/10/2021,1,0
376,32205,2,4/10/2020,4/10/2021,1,0
377,2299,2,4/10/2020,4/10/2021,1,0
378,11794,0,4/10/2020,5/10/2020,0,0
379,28900,0,4/10/2020,5/10/2020,0,0
380,16529,0,4/10/2020,5/10/2020,0,0
381,22279,0,4/10/2020,5/10/2020,0,0
382,19369,2,4/10/2020,4/10/2021,1,0
383,1931,2,4/10/2020,4/10/2021,1,0
384,5676,2,4/10/2020,4/10/2021,1,0
385,4590,2,4/10/2020,4/10/2021,1,0
395,5836,2,4/10/2020,4/10/2021,1,0
396,4976,2,4/11/2020,4/11/2021,1,0
397,5655,2,4/11/2020,4/11/2021,1,0
398,2999,2,4/11/2020,4/11/2021,1,0
399,2410,2,4/11/2020,4/11/2021,1,0
400,4143,2,4/11/2020,4/11/2021,1,0
401,9598,0,4/11/2020,5/11/2020,0,0
403,1019,2,4/11/2020,4/11/2021,1,0
404,15258,2,4/11/2020,4/11/2021,1,0
405,1070,2,4/11/2020,4/11/2021,1,0
406,7848,2,4/11/2020,4/11/2021,1,0
407,9794,2,4/11/2020,4/11/2021,1,0
408,11575,2,4/12/2020,4/12/2021,1,0
409,15500,2,4/12/2020,4/12/2021,1,0
410,2685,2,4/12/2020,4/12/2021,1,0
411,3369,0,4/12/2020,5/12/2020,0,0
412,9387,0,4/12/2020,5/12/2020,0,0
413,9894,2,4/12/2020,4/12/2021,1,0
414,86545,2,4/12/2020,4/12/2021,1,0
415,4861,2,4/12/2020,4/12/2021,1,0
416,38111,2,4/13/2020,4/13/2021,1,0
417,14945,2,4/13/2020,4/13/2021,1,0
418,30122,0,4/13/2020,5/13/2020,0,0
419,13810,2,4/13/2020,4/13/2021,1,0
420,54542,2,4/13/2020,4/13/2021,1,0
421,23019,2,4/13/2020,4/13/2021,1,0
425,62960,2,4/13/2020,4/13/2021,1,0
426,6808,0,4/13/2020,5/13/2020,0,0
427,70522,2,4/13/2020,4/13/2021,1,0
428,3549,2,4/13/2020,4/13/2021,1,0
429,3939,2,4/13/2020,4/13/2021,1,0
430,9972,2,4/13/2020,4/13/2021,1,0
431,12442,2,4/13/2020,4/13/2021,1,0
432,16421,2,4/13/2020,4/13/2021,1,0
433,26958,2,4/13/2020,4/13/2021,1,0
434,34097,2,4/13/2020,4/13/2021,1,0
435,7978,2,4/13/2020,4/13/2021,1,0
436,2987,2,4/13/2020,4/13/2021,1,0
437,7521,2,4/13/2020,4/13/2021,1,0
438,20645,2,4/13/2020,4/13/2021,1,0
439,22418,2,4/13/2020,4/13/2021,1,0
440,3286,2,4/13/2020,4/13/2021,1,0
441,2868,2,4/13/2020,4/13/2021,1,0
442,8410,2,4/13/2020,4/13/2021,1,0
443,10176,2,4/13/2020,4/13/2021,1,0
444,41086,2,4/13/2020,4/13/2021,1,0
445,3996,2,4/13/2020,4/13/2021,1,0
446,2417,2,4/13/2020,4/13/2021,1,0
447,10885,2,4/13/2020,4/13/2021,1,0
448,9582,2,4/13/2020,4/13/2021,1,0
450,9128,2,4/13/2020,4/13/2021,1,0
451,20174,0,4/14/2020,5/14/2020,0,0
452,780,2,4/14/2020,4/14/2021,1,0
453,12989,2,4/14/2020,4/14/2021,1,0
454,2653,2,4/14/2020,4/14/2021,1,0
455,11920,2,4/14/2020,4/14/2021,1,0
456,19868,0,4/14/2020,5/14/2020,0,0
458,20701,2,4/14/2020,4/14/2021,1,0
459,3631,2,4/14/2020,4/14/2021,1,0
460,7381,2,4/14/2020,4/14/2021,1,0
461,25173,0,4/14/2020,5/14/2020,0,0
462,25173,0,4/14/2020,5/14/2020,0,0
463,8600,2,4/14/2020,4/14/2021,1,0
464,22943,0,4/14/2020,5/14/2020,0,0
465,13464,2,4/14/2020,4/14/2021,1,0
466,12857,2,4/14/2020,4/14/2021,1,0
467,877,2,4/14/2020,4/14/2021,1,0
468,1602,2,4/14/2020,4/14/2021,1,0
469,3618,2,4/14/2020,4/14/2021,1,0
470,3684,2,4/14/2020,4/14/2021,1,0
471,8673,2,4/14/2020,4/14/2021,1,0
472,50305,2,4/14/2020,4/14/2021,1,0
473,1935,2,4/14/2020,4/14/2021,1,0
474,36339,2,4/14/2020,4/14/2021,1,0
475,31769,0,4/14/2020,5/14/2020,0,0
476,22911,0,4/14/2020,5/14/2020,0,0
484,26601,2,4/14/2020,4/14/2021,1,0
485,31628,2,4/14/2020,4/14/2021,1,0
486,12890,2,4/14/2020,4/14/2021,1,0
487,34822,2,4/14/2020,4/14/2021,1,0
488,30944,2,4/14/2020,4/14/2021,1,0
489,12589,2,4/14/2020,4/14/2021,1,0
490,998,2,4/14/2020,4/14/2021,1,0
491,3840,2,4/14/2020,4/14/2021,1,0
492,2223,2,4/14/2020,4/14/2021,1,0
493,37860,2,4/14/2020,4/14/2021,1,0
494,2262,2,4/14/2020,4/14/2021,1,0
495,5943,2,4/14/2020,4/14/2021,1,0
496,4560,2,4/14/2020,4/14/2021,1,0
497,12159,2,4/14/2020,4/14/2021,1,0
500,1818,2,4/14/2020,4/14/2021,1,0
501,5340,2,4/14/2020,4/14/2021,1,0
502,2684,2,4/14/2020,4/14/2021,1,0
503,3858,2,4/14/2020,4/14/2021,1,0
504,25674,2,4/15/2020,4/15/2021,1,0
505,959,2,4/15/2020,4/15/2021,1,0
506,7194,0,4/15/2020,5/15/2020,0,0
507,2409,2,4/15/2020,4/15/2021,1,0
508,824,2,4/15/2020,4/15/2021,1,0
509,23287,2,4/15/2020,4/15/2021,1,0
510,2819,2,4/15/2020,4/15/2021,1,0
511,23498,2,4/15/2020,4/15/2021,1,0
512,20523,2,4/15/2020,4/15/2021,1,0
513,54946,2,4/15/2020,4/15/2021,1,0
514,89035,2,4/15/2020,4/15/2021,1,0
515,14347,2,4/15/2020,4/15/2021,1,0
516,18554,0,4/15/2020,5/15/2020,0,0
517,11661,0,4/15/2020,5/15/2020,0,0
518,7495,2,4/15/2020,4/15/2021,1,0
519,3914,2,4/15/2020,4/15/2021,1,0
520,15859,2,4/15/2020,4/15/2021,1,0
521,9380,2,4/15/2020,4/15/2021,1,0
522,5714,2,4/15/2020,4/15/2021,1,0
523,27832,0,4/15/2020,5/15/2020,0,0
524,15345,2,4/15/2020,4/15/2021,1,0
525,3160,2,4/15/2020,4/15/2021,1,0
526,4609,2,4/15/2020,4/15/2021,1,0
527,880,2,4/15/2020,4/15/2021,1,0
528,56461,2,4/15/2020,4/15/2021,1,0
529,1081,2,4/15/2020,4/15/2021,1,0
530,8874,2,4/15/2020,4/15/2021,1,0
531,5050,2,4/15/2020,4/15/2021,1,0
532,13067,2,4/15/2020,4/15/2021,1,0
533,25863,2,4/15/2020,4/15/2021,1,0
534,7994,2,4/15/2020,4/15/2021,1,0
535,1867,2,4/15/2020,4/15/2021,1,0
536,3577,2,4/15/2020,4/15/2021,1,0
537,16171,0,4/15/2020,5/15/2020,0,0
538,5704,2,4/15/2020,4/15/2021,1,0
539,954,2,4/15/2020,4/15/2021,1,0
540,16450,2,4/15/2020,4/15/2021,1,0
541,21124,2,4/15/2020,4/15/2021,1,0
542,7282,2,4/15/2020,4/15/2021,1,0
543,7334,0,4/15/2020,5/15/2020,0,0
544,3780,2,4/15/2020,4/15/2021,1,0
545,8992,2,4/15/2020,4/15/2021,1,0
546,27077,2,4/15/2020,4/15/2021,1,0
547,884,2,4/15/2020,4/15/2021,1,0
548,3012,2,4/15/2020,4/15/2021,1,0
549,19005,2,4/15/2020,4/15/2021,1,0
550,7094,2,4/15/2020,4/15/2021,1,0
551,17132,2,4/15/2020,4/15/2021,1,0
552,1363,2,4/15/2020,4/15/2021,1,0
553,7107,2,4/15/2020,4/15/2021,1,0
554,1385,2,4/15/2020,4/15/2021,1,0
555,6278,2,4/15/2020,4/15/2021,1,0
556,13223,2,4/15/2020,4/15/2021,1,0
557,10002,0,4/15/2020,5/15/2020,0,0
558,817,2,4/15/2020,4/15/2021,1,0
559,2304,2,4/15/2020,4/15/2021,1,0
560,48027,2,4/16/2020,4/16/2021,1,0
561,8825,2,4/16/2020,4/16/2021,1,0
562,26866,2,4/16/2020,4/16/2021,1,0
563,7358,2,4/16/2020,4/16/2021,1,0
564,5554,2,4/16/2020,4/16/2021,1,0
565,4220,2,4/16/2020,4/16/2021,1,0
566,973,2,4/16/2020,4/16/2021,1,0
567,9119,2,4/16/2020,4/16/2021,1,0
568,1309,2,4/16/2020,4/16/2021,1,0
569,77397,2,4/16/2020,4/16/2021,1,0
570,40507,0,4/16/2020,5/16/2020,0,0
571,17743,2,4/16/2020,4/16/2021,1,0
572,7294,2,4/16/2020,4/16/2021,1,0
573,4961,2,4/16/2020,4/16/2021,1,0
574,35740,2,4/16/2020,4/16/2021,1,0
575,2124,2,4/16/2020,4/16/2021,1,0
576,42972,2,4/16/2020,4/16/2021,1,0
577,14667,2,4/16/2020,4/16/2021,1,0
578,4506,2,4/16/2020,4/16/2021,1,0
579,8183,0,4/16/2020,5/16/2020,0,0
580,92165,2,4/16/2020,4/16/2021,1,0
581,11386,2,4/16/2020,4/16/2021,1,0
582,6935,2,4/16/2020,4/16/2021,1,0
583,22381,0,4/16/2020,5/16/2020,0,0
584,10393,0,4/16/2020,5/16/2020,0,0
585,11584,0,4/16/2020,5/16/2020,0,0
586,3529,0,4/16/2020,5/16/2020,0,0
587,6579,2,4/16/2020,4/16/2021,1,0
588,26779,0,4/16/2020,5/16/2020,0,0
589,6167,2,4/16/2020,4/16/2021,1,0
590,1474,0,4/16/2020,5/16/2020,0,0
591,42992,2,4/16/2020,4/16/2021,1,0
592,20186,0,4/16/2020,5/16/2020,0,0
593,27283,0,4/16/2020,5/16/2020,0,0
594,1820,2,4/16/2020,4/16/2021,1,0
595,41807,0,4/16/2020,5/16/2020,0,0
596,4164,2,4/16/2020,4/16/2021,1,0
598,51865,0,4/16/2020,5/16/2020,0,0
599,134840,0,4/16/2020,5/16/2020,0,0
600,19389,0,4/16/2020,5/16/2020,0,0
601,2906,2,4/16/2020,4/16/2021,1,0
602,35655,2,4/16/2020,4/16/2021,1,0
603,33741,0,4/16/2020,5/16/2020,0,0
604,6281,2,4/16/2020,4/16/2021,1,0
606,4903,2,4/16/2020,4/16/2021,1,0
607,9252,2,4/16/2020,4/16/2021,1,0
608,42582,0,4/16/2020,5/16/2020,0,0
609,14101,2,4/16/2020,4/16/2021,1,0
610,62892,2,4/16/2020,4/16/2021,1,0
611,15463,2,4/16/2020,4/16/2021,1,0
612,32128,0,4/16/2020,5/16/2020,0,0
613,8863,2,4/16/2020,4/16/2021,1,0
614,1482,2,4/16/2020,4/16/2021,1,0
615,31760,2,4/16/2020,4/16/2021,1,0
616,31071,0,4/16/2020,5/16/2020,0,0
